Subcorp	Filename	ID	Start	End	Text	Comment	Role	ParentID	doc_completeness	prodrop	1st_S	1st_DO	1st_IO	1st_P	2nd_S	2nd_DO	2nd_IO	2nd_P	3rd_S	3rd_DO	3rd_IO	3rd_P
Texts	2003-49.txt	2	51	56	minta					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-49.txt	3	88	93	empat					1	0	0	0	0	0	0	0	0	0	0	1	0
Texts	2003-49.txt	3	133	137	kain					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-49.txt	3	118	123	mahal					1	0	0	0	0	0	0	0	0	0	0	0	1
Texts	2003-49.txt	4	149	152	Dua					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-49.txt	5	164	170	Mintak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-49.txt	5	171	175	lima					1	0	0	0	0	0	0	1	0	0	0	0	0
Texts	2003-49.txt	6	226	229	nak					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-49.txt	7	240	243	Nak					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-49.txt	8	262	265	nak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-49.txt	8	280	289	mula-mula					1	0	0	0	0	0	0	0	0	1	0	0	0
