Subcorp	Filename	ID	Start	End	Text	Comment	Role	ParentID	doc_completeness	prodrop	1st_S	1st_DO	1st_IO	1st_P	2nd_S	2nd_DO	2nd_IO	2nd_P	3rd_S	3rd_DO	3rd_IO	3rd_P
Texts	2003-6.txt	1	44	47	Ada					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-6.txt	1	57	62	padan					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-6.txt	9	286	290	Enam					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-6.txt	10	305	311	Buatan					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-6.txt	11	326	330	Yang					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-6.txt	18	560	564	bagi					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-6.txt	18	565	569	enam					1	0	0	0	0	0	0	0	0	0	0	1	0
Texts	2003-6.txt	19	595	598	Tak					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-6.txt	20	624	627	Tak					1	1	0	0	0	0	0	0	0	0	0	0	0
