Subcorp	Filename	ID	Start	End	Text	Comment	Role	ParentID	doc_completeness	prodrop	1st_S	1st_DO	1st_IO	1st_P	2nd_S	2nd_DO	2nd_IO	2nd_P	3rd_S	3rd_DO	3rd_IO	3rd_P
Texts	2003-59.txt	1	41	46	boleh					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-59.txt	1	27	31	Lima					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-59.txt	2	59	67	Tawarlah					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-59.txt	3	79	83	Tiga					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-59.txt	4	118	123	boleh					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-59.txt	4	98	103	Empat					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-59.txt	6	196	200	Tiga					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-59.txt	7	243	246	Tak					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-59.txt	7	253	257	tiga					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-59.txt	8	286	291	boleh					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-59.txt	8	314	317	nak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-59.txt	8	292	297	tiga 					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-59.txt	9	344	351	Bagilah					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-59.txt	9	352	356	tiga					1	0	0	1	0	0	0	0	0	0	0	0	0
Texts	2003-59.txt	9	375	378	nak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-59.txt	10	399	407	Ambiklah					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-59.txt	10	408	409	.					1	0	0	0	0	0	0	0	0	0	1	0	0
