Subcorp	Filename	ID	Start	End	Text	Comment	Role	ParentID	doc_completeness	prodrop	1st_S	1st_DO	1st_IO	1st_P	2nd_S	2nd_DO	2nd_IO	2nd_P	3rd_S	3rd_DO	3rd_IO	3rd_P
Texts	2003-17.txt	2	71	76	empat					1	0	0	0	0	0	0	0	0	0	0	1	0
Texts	2003-17.txt	2	66	70	Bagi					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-17.txt	3	96	101	empat					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-17.txt	4	165	168	nak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-17.txt	4	182	185	tak					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-17.txt	4	194	199	sikit					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-17.txt	5	226	231	empat					1	0	0	0	0	0	0	1	0	0	0	0	0
Texts	2003-17.txt	8	367	368	,					1	0	0	0	0	0	1	0	0	0	0	0	0
Texts	2003-17.txt	8	433	437	kena					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-17.txt	8	400	404	baru					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-17.txt	9	502	505	nak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-17.txt	10	607	610	tak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-17.txt	10	582	583	,					1	0	0	0	0	0	1	0	0	0	0	0	0
Texts	2003-17.txt	10	520	528	Pilihlah					1	0	0	0	0	1	0	0	0	0	0	0	0
