Subcorp	Filename	ID	Start	End	Text	Comment	Role	ParentID	doc_completeness	prodrop	1st_S	1st_DO	1st_IO	1st_P	2nd_S	2nd_DO	2nd_IO	2nd_P	3rd_S	3rd_DO	3rd_IO	3rd_P
Texts	2003-76.txt	1	44	49	boleh					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	1	57	62	sikit					1	0	0	0	0	0	0	0	0	0	1	0	0
Texts	2003-76.txt	3	129	137	bolehlah					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	3	145	149	lagi					1	0	0	0	0	0	0	0	0	0	1	0	0
Texts	2003-76.txt	4	172	186	betul-betullah					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-76.txt	5	202	206	Bagi					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	5	207	211	tiga					1	0	0	0	0	0	0	0	0	0	0	1	0
Texts	2003-76.txt	7	257	263	berapa					1	0	0	0	0	0	0	1	0	0	0	0	0
Texts	2003-76.txt	9	319	320	,					1	0	0	0	0	0	1	0	0	0	0	0	0
Texts	2003-76.txt	10	337	340	Dua					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-76.txt	11	387	390	tak					1	0	0	0	0	0	0	0	0	0	0	0	1
Texts	2003-76.txt	11	365	368	Dua					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-76.txt	13	433	437	bagi					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	13	438	441	dua					1	0	0	0	0	0	0	1	0	0	0	0	0
Texts	2003-76.txt	13	458	462	bagi					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	13	463	468	betul					1	0	0	0	0	0	0	1	0	0	0	0	0
Texts	2003-76.txt	14	503	507	jual					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	14	508	511	dua					1	0	0	0	0	0	0	0	0	0	1	0	0
Texts	2003-76.txt	16	561	565	Yang					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-76.txt	17	591	594	Dua					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-76.txt	18	609	612	Dua					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-76.txt	19	633	636	Tak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	19	669	673	kira					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	19	674	679	harga					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-76.txt	20	726	729	pun					1	0	0	0	0	0	0	0	0	0	1	0	0
Texts	2003-76.txt	21	751	759	Bolehlah					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-76.txt	22	769	773	Bagi					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	22	774	777	dua					1	0	0	0	0	0	0	1	0	0	0	0	0
Texts	2003-76.txt	23	828	831	pun					1	0	0	0	0	0	0	0	0	0	1	0	0
Texts	2003-76.txt	23	870	872	tu					1	0	0	0	0	0	0	0	0	0	0	0	1
Texts	2003-76.txt	24	879	882	Dua					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-76.txt	25	903	906	Tak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	25	928	931	pun					1	0	0	0	0	0	0	0	0	0	0	0	1
Texts	2003-76.txt	26	958	969	Betul-betul					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	27	991	997	takkan					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-76.txt	27	1021	1027	memang					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-76.txt	28	1056	1060	kena					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	28	1090	1093	nak					1	0	0	0	1	0	0	0	0	0	0	0	0
Texts	2003-76.txt	29	1126	1131	ambil					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	30	1152	1155	Tak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	30	1177	1180	tak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	31	1203	1206	tak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	32	1251	1259	bolehlah					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-76.txt	33	1266	1269	Tak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	33	1293	1296	dah					1	0	0	0	0	0	0	0	0	0	0	0	1
Texts	2003-76.txt	33	1321	1326	harga					1	0	0	0	0	0	0	0	0	0	1	0	0
Texts	2003-76.txt	35	1383	1388	Bukan					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	35	1399	1405	banyak					1	0	0	0	0	0	0	0	0	0	0	1	0
Texts	2003-76.txt	35	1407	1411	cuma					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	35	1422	1426	saja					1	0	0	0	0	0	0	0	0	0	1	0	0
Texts	2003-76.txt	36	1468	1473	harga					1	0	0	0	0	0	1	0	0	0	0	0	0
Texts	2003-76.txt	36	1444	1447	nak					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-76.txt	37	1489	1497	Bolehlah					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-76.txt	37	1526	1529	tak					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-76.txt	39	1625	1628	tak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	39	1591	1595	Lima					1	0	0	0	0	0	0	0	0	1	0	0	0
Texts	2003-76.txt	40	1660	1666	mintak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	40	1705	1708	tak					1	0	0	0	0	1	0	0	0	0	0	0	0
Texts	2003-76.txt	41	1751	1757	mintak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	42	1779	1785	Mintak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	42	1786	1790	satu					1	0	0	0	0	0	1	0	0	0	0	0	0
Texts	2003-76.txt	43	1845	1848	nak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	44	1861	1867	Mintak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	44	1895	1901	mintak					1	1	0	0	0	0	0	0	0	0	0	0	0
Texts	2003-76.txt	44	1902	1906	gori					1	0	0	0	0	0	0	1	0	0	0	0	0
